month,state,permit,permit_recheck,handgun,long_gun,other,multiple,admin,prepawn_handgun,prepawn_long_gun,prepawn_other,redemption_handgun,redemption_long_gun,redemption_other,returned_handgun,returned_long_gun,returned_other,rentals_handgun,rentals_long_gun,private_sale_handgun,private_sale_long_gun,private_sale_other,return_to_seller_handgun,return_to_seller_long_gun,return_to_seller_other,totals
2021-03,Nevada,5894,0,9310,3953,526,547,0,1,1,0,264,90,1,1,0,0,0,0,360,136,17,0,0,0,21101
2021-03,New Hampshire,1694,3,9949,5075,243,0,44,0,30,0,0,21,0,115,9,2,0,0,0,0,0,1,0,0,17186
2021-03,New Jersey,0,0,15643,7663,1025,0,0,0,0,0,0,0,0,0,0,0,0,0,139,88,4,0,0,1,24563
2021-03,New Mexico,1081,0,11694,7378,997,566,0,17,7,0,468,537,2,55,0,0,0,0,123,87,7,2,3,0,23024
2021-03,New York,4955,2801,14211,21691,3916,423,0,1,1,4,47,42,8,68,92,0,7,12,365,431,61,9,12,1,49158
2021-03,North Carolina,57556,16,2461,22751,1857,364,0,14,15,1,2308,1806,25,730,137,14,9,4,3,14,5,0,0,0,90090
2021-03,North Dakota,801,0,3640,4061,259,195,0,0,5,3,88,128,2,4,2,2,0,0,5,5,0,0,0,0,9200
2021-03,Ohio,25646,96,42665,23081,2175,1843,0,13,3,4,1751,780,8,225,74,10,0,0,54,38,8,0,0,0,98474
2021-03,Oklahoma,4194,4,22079,13712,2194,1445,1,26,18,3,2446,1516,5,826,1,0,0,0,43,35,19,1,0,0,48568
2021-03,Oregon,10308,1528,23731,13927,0,12,8,0,0,0,0,0,0,187,51,0,0,0,0,0,0,0,0,0,49752
2021-03,Pennsylvania,47252,0,74896,30420,49,0,752,0,0,0,0,0,0,821,110,1,0,0,0,0,0,0,0,0,154301
2021-03,Puerto Rico,0,0,4296,271,72,44,0,0,1,0,33,6,0,0,0,0,0,0,688,57,2,4,1,0,5475
2021-03,Rhode Island,0,0,2231,1389,154,448,0,0,0,0,3,0,0,326,120,267,0,0,13,5,1,0,0,0,4957
2021-03,South Carolina,17815,338,23615,10083,1146,725,1,8,9,0,1222,569,1,188,11,3,0,0,18,13,4,2,1,1,55773
2021-03,South Dakota,1151,14,5016,5071,381,295,0,1,1,1,210,204,1,0,0,0,0,0,26,56,1,1,0,0,12430
2021-03,Tennessee,12979,6087,46941,25205,2628,0,0,0,0,0,2,0,0,131,6,0,0,0,0,0,0,0,0,0,93979
2021-03,Texas,53947,0,95320,47817,6098,4781,2,127,45,8,9486,4368,104,104,11,0,0,0,116,58,12,1,4,0,222409
2021-03,Utah,21021,73148,9765,6818,739,0,0,11,12,4,321,389,2,223,63,56,0,0,0,0,0,0,0,0,112572
2021-03,Vermont,0,0,2967,2511,215,168,0,2,3,1,9,16,6,0,0,0,0,0,1,9,1,0,0,0,5909
2021-03,Virgin Islands,146,0,51,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,206
2021-03,Virginia,1228,650,42816,22192,5093,0,0,0,0,0,0,0,0,388,71,0,0,0,0,0,0,0,0,0,72438
2021-03,Washington,20324,387,29172,16595,4807,93,20,0,81,7,458,778,38,619,130,8,0,0,613,467,256,0,6,1,74860
2021-03,West Virginia,4201,210,10610,9063,500,660,0,13,7,0,1098,1031,3,8,0,1,1,0,11,9,0,0,0,0,27426
2021-03,Wisconsin,21114,788,33440,18939,1894,83,0,0,1,25,157,219,24,146,37,1,0,0,0,16,1,0,0,0,76885
2021-03,Wyoming,700,24,4004,3635,260,270,2,1,5,3,194,216,1,20,2,0,0,0,5,6,0,0,0,0,9348
2021-02,Alabama,31803,512,20970,16026,1548,959,0,18,14,2,1966,791,7,19,0,0,0,0,35,27,6,2,5,0,74710
2021-02,Alaska,222,1,3055,2564,375,189,0,3,0,0,122,79,1,31,15,0,0,0,7,3,0,0,0,0,6667
2021-02,Arizona,9290,1159,20530,9991,1754,1114,0,10,3,3,1059,404,1,132,9,1,0,0,19,15,2,0,0,0,45496
2021-02,Arkansas,3123,1152,7068,5289,448,390,8,7,13,2,771,623,4,0,0,0,0,0,12,6,0,0,0,0,18916
2021-02,California,16025,11953,40789,27915,6499,0,0,2,0,0,508,275,6,1669,743,71,0,0,9126,3416,709,60,18,0,119784
2021-02,Colorado,10891,6,21729,13839,1960,1760,0,0,0,0,0,0,0,247,53,0,0,0,0,0,0,0,0,0,50485
2021-02,Connecticut,9792,476,6046,1996,1438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19748
2021-02,Delaware,353,0,2775,1563,158,153,0,0,0,0,11,6,0,103,0,0,0,0,74,39,8,1,1,0,5245
2021-02,District of Columbia,538,1,304,4,0,2,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,0,0,920
2021-02,Florida,31875,0,66307,26720,5116,2894,1,10,5,0,3162,776,8,1079,100,10,0,0,411,279,65,22,28,2,138870
2021-02,Georgia,37243,0,21523,10215,1122,727,0,18,8,3,1495,705,15,14,0,0,0,0,18,12,2,0,0,0,73120
2021-02,Guam,0,0,190,70,34,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,301
2021-02,Hawaii,1504,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,1507
2021-02,Idaho,6846,0,6973,5631,762,385,0,2,3,1,261,242,1,63,16,1,0,0,18,16,2,0,0,0,21223
2021-02,Illinois,18820,846252,24290,11338,0,1320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,902020
2021-02,Indiana,902,150662,25161,14378,2063,998,18,3,2,1,513,276,26,19,0,1,0,0,62,57,17,0,2,1,195162
2021-02,Iowa,15966,11779,204,2462,65,2,3,0,1,0,1,26,0,44,13,2,0,0,1,2,1,0,0,0,30572
2021-02,Kansas,2083,7,7573,5810,865,430,0,7,3,2,453,201,8,41,13,3,0,0,12,16,0,0,1,0,17528
2021-02,Kentucky,1304,352938,12171,8806,609,623,0,23,9,1,1223,730,1,12,7,0,0,0,21,18,2,0,1,0,378499
2021-02,Louisiana,2435,204,13373,7560,1094,680,0,7,9,2,853,404,16,0,0,0,0,0,20,10,1,0,1,0,26669
2021-02,Maine,678,6,4167,3357,416,215,2,0,0,0,52,41,1,25,8,0,0,0,8,8,1,0,0,0,8985
2021-02,Mariana Islands,0,0,10,2,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2021-02,Maryland,7561,26,9199,6777,136,10,0,0,0,1,46,73,3,55,22,3,0,0,9,9,0,0,0,1,23931
2021-02,Massachusetts,11858,3,6856,3385,1181,288,8,0,0,1,7,4,1,1,1,0,0,0,38,55,21,2,1,0,23711
2021-02,Michigan,21953,9059,28567,17556,2545,892,0,4,4,0,25,192,7,60,19,0,0,0,44,11,4,2,0,0,80944
2021-02,Minnesota,23639,23839,15446,10501,1380,668,0,0,4,0,132,133,4,68,20,2,0,0,24,35,2,0,1,0,75898
2021-02,Mississippi,2468,0,9386,6389,573,359,0,11,4,0,1188,563,7,4,2,0,0,0,9,7,1,0,0,0,20971
2021-02,Missouri,5368,0,21819,16008,2157,1233,0,19,8,0,1066,538,10,244,27,0,0,0,80,56,7,2,3,1,48646
2021-02,Montana,2254,0,4301,3920,408,292,28,8,3,0,293,328,1,29,3,1,0,0,4,3,0,0,0,0,11876
2021-02,Nebraska,5639,138,236,1739,36,10,0,0,0,0,2,27,1,36,4,0,0,0,0,2,0,0,0,0,7870
2021-02,Nevada,3965,0,6884,3079,473,419,5,0,0,0,218,75,0,0,0,0,0,0,350,125,22,0,0,0,15615
2021-02,New Hampshire,1550,5,7071,3428,248,1,28,0,19,0,0,7,0,274,14,5,0,0,0,1,0,0,0,0,12651
2021-02,New Jersey,0,0,12782,6457,806,0,0,0,0,0,0,0,0,0,0,0,0,0,121,67,6,2,0,1,20242
2021-02,New Mexico,1017,0,7799,4700,658,376,1,7,4,0,365,450,5,34,0,0,0,0,126,64,1,1,1,0,15609
2021-02,New York,3746,1928,10259,15690,3263,315,0,1,0,1,36,48,7,66,64,1,3,10,297,317,51,5,7,0,36115
2021-02,North Carolina,49450,15,2128,15798,1387,236,0,21,18,3,1512,1097,11,622,95,7,6,1,1,21,1,0,0,0,72430
2021-02,North Dakota,673,1,2353,2572,206,98,0,0,1,1,55,69,4,16,2,1,0,0,4,1,0,0,0,0,6057
2021-02,Ohio,18462,63,28134,16727,1730,1212,1,9,7,1,1071,417,8,144,53,9,0,0,33,21,0,2,2,0,68106
2021-02,Oklahoma,2501,2,12984,8793,1467,832,1,7,14,1,1360,790,3,201,0,0,0,0,25,19,6,0,0,0,29006
2021-02,Oregon,7123,1398,16296,9940,0,13,5,0,0,0,0,0,0,141,41,0,0,0,0,0,0,0,0,0,34957
2021-02,Pennsylvania,36118,0,54737,22421,40,0,486,0,0,0,0,0,0,591,87,2,0,0,0,0,0,0,0,0,114482
2021-02,Puerto Rico,0,0,3411,231,54,32,0,2,0,0,17,4,1,0,0,0,0,0,531,47,3,3,3,0,4339
2021-02,Rhode Island,0,0,1889,1034,151,322,0,0,0,0,6,0,0,225,104,251,0,0,11,5,0,0,0,0,3998
2021-02,South Carolina,13811,797,15041,7521,910,520,2,11,2,1,877,352,3,147,8,2,0,0,17,9,0,1,0,0,40032
2021-02,South Dakota,757,27,3654,3939,375,172,0,2,1,0,112,118,3,0,0,0,0,0,14,30,3,1,0,0,9208
2021-02,Tennessee,9436,3845,29633,17566,1760,0,0,0,0,0,0,0,0,98,7,1,0,0,0,0,0,0,0,0,62346
2021-02,Texas,38182,0,53772,27829,4217,2537,0,54,32,5,5229,2213,45,77,8,2,0,0,54,43,10,0,1,0,134310
2021-02,Utah,19487,58208,6423,4559,538,0,0,7,10,2,173,178,1,215,52,38,0,0,0,0,0,0,0,0,89891
2021-02,Vermont,0,0,1965,1571,179,127,0,1,4,2,9,8,3,0,0,0,0,0,2,3,0,0,0,0,3874
2021-02,Virgin Islands,107,0,48,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
2021-02,Virginia,1935,886,29404,16798,3930,0,0,0,0,0,0,0,0,213,56,0,0,0,0,0,0,0,0,0,53222
2021-02,Washington,17955,398,24100,12681,3761,65,12,0,57,7,221,447,21,436,117,10,0,0,555,365,190,0,6,5,61409
2021-02,West Virginia,3153,99,6478,6160,347,385,0,11,8,1,701,546,1,3,0,0,0,0,11,9,1,0,0,0,17914
2021-02,Wisconsin,16585,811,20757,12376,1180,49,0,0,3,11,120,131,25,144,51,3,0,0,0,4,1,0,0,0,52251
2021-02,Wyoming,682,35,2724,2320,226,150,2,1,3,0,112,104,1,13,2,0,0,0,0,6,0,1,0,0,6382
2021-01,Alabama,39955,464,33563,23477,2309,1568,0,26,11,2,2820,1301,5,26,0,0,0,0,25,34,14,0,2,0,105602
2021-01,Alaska,283,4,3989,3574,563,262,0,1,1,1,149,101,1,31,31,0,0,0,7,18,2,0,0,0,9018
2021-01,Arizona,9237,1085,29336,14430,2339,1795,0,12,7,2,1519,586,9,139,6,0,0,0,22,17,3,2,0,2,60548
2021-01,Arkansas,3231,1028,11993,10043,715,596,15,15,15,2,1261,1130,4,0,0,0,0,0,21,13,2,1,0,0,30085
2021-01,California,19078,6462,55103,36179,6807,0,0,2,0,0,422,340,13,807,490,86,0,0,5744,2282,528,55,33,1,134432
2021-01,Colorado,10179,13,30172,18855,2702,2730,1,0,0,0,0,0,0,342,56,1,0,0,0,0,0,0,0,0,65051
2021-01,Connecticut,10880,482,8832,3192,2220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25606
2021-01,Delaware,53,0,4275,2391,234,161,0,0,0,0,20,11,0,81,0,0,0,0,117,59,5,1,0,0,7408
2021-01,District of Columbia,693,0,357,8,0,2,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,0,0,1076
2021-01,Florida,34470,0,97406,40173,6686,4549,2,6,8,0,4116,1251,7,1012,84,10,0,0,517,350,92,49,28,1,190817
2021-01,Georgia,36667,0,33178,16797,1596,1284,0,23,15,1,2094,1148,13,40,0,0,0,0,35,8,2,1,0,1,92903
2021-01,Guam,0,0,161,84,45,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,304
2021-01,Hawaii,1503,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1504
2021-01,Idaho,6150,1,11036,8507,1045,596,0,2,8,0,413,401,3,43,6,0,0,0,18,12,2,0,0,0,28243
2021-01,Illinois,34093,912211,35848,17817,0,2149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1002118
2021-01,Indiana,1205,195337,37237,22732,3005,1598,33,12,14,4,809,461,40,16,3,0,0,0,79,71,23,2,3,0,262684
2021-01,Iowa,21062,8447,304,4155,98,5,134,0,2,0,0,38,1,47,15,4,0,0,0,1,0,0,0,0,34313
2021-01,Kansas,1566,14,12023,9512,1180,704,0,10,4,3,723,341,21,44,13,1,0,0,14,16,6,0,0,0,26195
2021-01,Kentucky,1562,378776,20728,15271,982,1097,0,25,22,5,1982,1251,6,8,4,0,0,0,35,31,1,2,2,0,421790
2021-01,Louisiana,2758,181,19621,13155,1534,1103,0,15,3,2,1186,638,22,0,0,0,0,0,32,13,2,0,0,1,40266
2021-01,Maine,678,8,6644,5230,582,349,3,0,0,0,68,72,2,22,14,0,0,0,9,8,1,0,3,0,13693
2021-01,Mariana Islands,0,0,13,9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2021-01,Maryland,7515,24,12312,10732,137,13,0,2,4,0,65,106,2,66,16,6,0,0,0,11,1,0,1,1,31014
2021-01,Massachusetts,12398,3,9873,5021,1676,453,1,0,1,0,3,6,1,0,2,0,0,0,58,59,14,0,1,0,29570
2021-01,Michigan,30312,11337,44266,28699,3878,1282,0,3,5,1,23,246,6,100,12,0,0,0,43,12,2,0,0,0,120227
2021-01,Minnesota,26909,23044,20206,14259,1803,860,0,2,1,0,149,218,3,64,15,4,0,0,25,17,3,0,0,1,87583
2021-01,Mississippi,3264,0,15048,11420,847,632,0,12,9,1,1831,987,4,12,0,0,0,0,16,8,0,0,2,0,34093
2021-01,Missouri,5526,0,34178,24308,3423,1705,0,20,10,3,1599,961,16,290,40,5,0,0,85,53,9,1,2,0,72234
2021-01,Montana,3227,0,6523,6292,561,422,38,7,8,1,498,543,1,19,4,0,0,0,5,4,0,0,1,0,18154
2021-01,Nebraska,6956,117,340,2947,58,4,0,0,0,0,2,48,0,32,4,0,0,0,0,1,0,0,0,0,10509
2021-01,Nevada,3829,0,9181,4325,529,546,0,0,0,0,229,89,0,0,0,0,0,0,387,133,18,0,0,0,19266
2021-01,New Hampshire,1740,16,11034,5624,465,0,31,2,31,0,0,9,0,241,10,8,0,0,0,3,0,0,0,0,19214
2021-01,New Jersey,0,0,17347,9596,1020,0,0,0,0,0,0,0,0,0,0,0,0,0,152,100,9,4,1,1,28230
2021-01,New Mexico,994,0,9617,6511,870,521,0,16,16,0,395,510,2,39,0,0,0,0,128,62,4,3,1,0,19689
2021-01,New York,3664,2108,12143,25221,4447,427,0,1,1,4,56,49,14,57,102,0,3,12,317,469,62,6,19,2,49184
2021-01,North Carolina,51156,105,2814,25266,1994,284,0,21,18,3,2061,1567,19,574,76,10,11,3,3,27,2,3,0,0,86017
2021-01,North Dakota,443,16,3664,3854,261,196,0,0,0,3,74,112,4,14,6,2,0,0,5,7,1,0,0,0,8662
2021-01,Ohio,19539,77,45379,26775,2405,1972,2,14,11,2,1508,663,10,136,54,17,0,0,44,36,5,2,0,0,98651
2021-01,Oklahoma,3084,0,21729,15182,2581,1348,0,23,10,3,2268,1367,15,587,0,0,0,0,40,24,13,1,2,1,48278
2021-01,Oregon,8849,1261,24459,14997,0,11,1,0,0,0,0,0,0,119,56,2,0,0,0,0,0,0,0,0,49755
2021-01,Pennsylvania,44600,0,81592,32671,41,0,415,0,0,0,0,0,0,669,127,1,0,0,0,0,0,0,0,0,160116
2021-01,Puerto Rico,0,0,3463,258,72,36,0,0,0,1,27,1,2,0,0,0,0,0,481,31,2,3,0,0,4377
2021-01,Rhode Island,0,0,2279,1421,188,480,0,0,0,0,3,1,0,401,152,248,0,0,11,5,0,1,0,0,5190
2021-01,South Carolina,16989,235,20417,11129,1278,802,6,7,10,2,1064,489,12,141,14,0,0,0,14,10,3,0,0,0,52622
2021-01,South Dakota,989,43,5326,5011,530,304,0,2,1,0,172,161,3,0,0,0,0,0,10,18,1,0,0,0,12571
2021-01,Tennessee,10595,5451,46194,29203,2727,0,0,0,0,0,2,1,0,84,5,0,0,0,0,0,0,0,0,0,94262
2021-01,Texas,58691,0,84022,47149,6067,4131,4,116,60,10,7877,3723,80,73,7,2,0,0,94,77,18,1,5,1,212208
2021-01,Utah,20909,61803,9840,6964,746,0,0,5,12,5,303,291,0,194,57,38,0,0,0,0,0,0,0,0,101167
2021-01,Vermont,0,0,3005,2523,236,183,4,5,3,0,16,18,6,0,0,0,0,0,5,5,3,0,0,0,6012
2021-01,Virgin Islands,90,0,58,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
2021-01,Virginia,1007,556,41711,23650,5208,0,0,0,0,0,0,0,0,261,58,0,0,0,0,0,0,0,0,0,72451
2021-01,Washington,17599,443,30106,17179,4843,86,11,2,91,7,321,626,26,560,119,11,0,0,569,465,299,1,2,3,73369
2021-01,West Virginia,3404,97,10142,9708,565,594,0,12,14,0,1139,917,1,6,0,0,0,0,16,11,0,0,0,0,26626
2021-01,Wisconsin,23800,814,30495,16304,1797,81,0,0,2,13,152,162,18,131,55,2,0,0,0,10,0,0,0,0,73836
2021-01,Wyoming,654,12,4039,3697,338,197,4,1,2,1,156,140,2,12,0,0,0,0,4,5,1,1,0,0,9266
2020-12,Alabama,33421,505,31103,28933,1855,1388,0,43,13,1,2447,1121,9,25,0,0,0,0,30,23,5,2,3,0,100927
2020-12,Alaska,441,3,3658,3822,430,233,0,0,0,0,123,84,1,49,31,0,0,0,9,10,1,0,1,0,8896
2020-12,Arizona,9043,846,25093,14562,1942,1395,0,12,4,3,1082,349,4,170,9,0,0,0,21,8,3,0,1,0,54547
2020-12,Arkansas,3878,900,10987,12719,587,510,9,12,15,2,1043,935,2,0,0,0,0,0,2,14,1,0,2,0,31618
2020-12,California,26034,1788,59909,39389,6932,0,0,0,0,0,450,273,20,1,2,14,0,0,523,27,0,59,21,0,135442
2020-12,Colorado,10201,13,25577,19716,2132,2292,0,0,0,0,0,0,0,268,38,2,0,0,0,0,0,0,0,0,60239
2020-12,Connecticut,9783,444,6741,2694,1682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21344
2020-12,Delaware,201,0,3281,2610,200,175,0,0,0,0,12,13,0,43,0,0,0,0,81,42,6,1,1,0,6666
2020-12,District of Columbia,760,0,322,17,0,1,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,1108
2020-12,Florida,35227,0,81564,40115,5594,3733,1,16,5,0,3650,1022,10,987,95,21,0,0,400,333,94,38,42,1,172948
2020-12,Georgia,32767,0,28405,20236,1326,1056,0,15,19,1,1797,925,9,50,1,1,0,0,24,18,0,0,0,1,86651
2020-12,Guam,0,0,182,71,22,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,286
2020-12,Hawaii,2003,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,2006
2020-12,Idaho,6675,4,9354,9550,809,476,0,3,7,0,325,252,2,35,9,2,0,0,16,20,3,0,0,1,27543
2020-12,Illinois,20056,762537,29133,16557,0,1700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,829983
2020-12,Indiana,1082,205207,30336,21852,2192,1280,7,12,5,2,655,309,41,18,0,0,0,0,68,49,8,5,2,0,263130
2020-12,Iowa,16368,9498,312,4678,70,11,1,0,3,0,3,36,0,41,13,2,0,0,1,0,0,0,0,0,31037
2020-12,Kansas,1799,13,9708,9941,893,582,0,12,3,1,547,245,21,58,24,0,0,0,12,11,1,0,3,0,23874
2020-12,Kentucky,1365,365167,19170,17438,765,923,0,26,8,1,1619,947,2,13,11,0,0,0,27,37,2,0,1,0,407522
2020-12,Louisiana,2726,227,19311,18379,1465,965,0,14,10,1,925,593,25,0,0,0,0,0,25,19,3,0,1,0,44689
2020-12,Maine,470,7,5001,5320,434,262,1,0,0,0,59,48,0,22,4,1,0,0,7,8,0,0,2,0,11646
2020-12,Mariana Islands,0,0,13,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2020-12,Maryland,8693,45,10338,9565,407,12,0,0,1,0,57,79,3,48,24,4,0,0,0,9,0,0,0,0,29285
2020-12,Massachusetts,11182,0,7790,3882,1067,313,0,0,0,2,15,7,2,3,0,0,0,0,124,67,29,3,1,0,24487
2020-12,Michigan,20363,6629,33647,29180,3121,1097,1,0,7,0,21,193,13,79,16,0,0,0,60,12,0,0,0,0,94439
2020-12,Minnesota,25217,22599,15976,14943,1658,670,0,1,2,1,153,156,5,55,14,1,0,0,17,12,4,0,0,0,81484
2020-12,Mississippi,2844,0,14651,16554,709,669,0,17,10,0,1663,924,5,28,1,0,0,0,15,5,3,2,1,0,38101
2020-12,Missouri,4306,0,29358,26348,2683,1530,0,17,6,1,1436,621,10,199,19,11,0,0,59,50,16,0,2,0,66672
2020-12,Montana,2295,1,5858,7265,405,387,32,4,8,0,356,427,1,28,11,2,0,0,4,5,1,0,1,0,17091
2020-12,Nebraska,6766,93,297,3662,39,8,0,0,0,0,3,44,0,35,13,0,0,0,0,3,0,0,0,0,10963
2020-12,Nevada,2780,0,8205,4599,481,529,0,1,0,0,202,60,0,0,0,0,0,0,352,113,16,0,0,0,17338
2020-12,New Hampshire,1585,0,7660,4811,285,0,18,0,41,0,0,12,0,31,3,1,0,0,0,1,0,2,0,0,14450
2020-12,New Jersey,0,0,12667,7473,794,0,0,1,0,0,0,0,0,1,1,0,0,0,104,99,15,5,2,0,21162
2020-12,New Mexico,1407,0,8979,6931,752,482,0,7,3,0,331,380,1,56,0,0,0,0,56,48,1,0,1,2,19437
2020-12,New York,3261,1910,10486,24664,3145,367,0,1,0,2,38,56,8,63,128,1,0,10,265,399,52,2,11,1,44870
2020-12,North Carolina,45294,10,2647,28052,1607,230,0,15,19,1,1768,1329,13,523,119,10,2,0,3,31,2,0,1,0,81676
2020-12,North Dakota,706,1,2784,4076,217,135,0,0,1,0,60,84,2,8,4,0,0,0,3,4,0,0,0,0,8085
2020-12,Ohio,19242,45,33723,27057,1804,1444,0,13,6,0,1166,458,8,110,47,4,0,0,30,31,9,1,2,0,85200
2020-12,Oklahoma,2377,3,18791,17433,2045,1127,0,21,8,4,1839,1138,8,462,1,0,0,0,41,30,13,0,1,0,45342
2020-12,Oregon,7579,1064,21533,16161,0,6,4,0,0,0,0,0,0,176,50,1,0,0,0,0,0,0,0,0,46574
2020-12,Pennsylvania,33608,0,62948,29262,41,0,435,0,0,0,0,0,0,549,98,1,0,0,0,0,0,0,0,0,126942
2020-12,Puerto Rico,0,0,3569,241,72,43,0,0,0,0,25,2,1,0,0,0,0,0,436,45,3,2,0,0,4439
2020-12,Rhode Island,0,0,1794,1081,110,343,0,0,0,0,5,2,0,238,115,292,0,0,13,8,0,0,1,0,4002
2020-12,South Carolina,14529,506,17908,13367,1011,674,0,9,4,1,848,395,6,168,10,0,0,0,15,5,1,0,0,0,49457
2020-12,South Dakota,782,16,4259,5814,382,203,0,2,1,0,129,132,4,0,0,0,0,0,7,3,3,0,0,0,11737
2020-12,Tennessee,10324,5188,40019,32201,2195,0,0,0,0,0,2,2,0,121,12,0,0,0,0,0,0,0,0,0,90064
2020-12,Texas,48860,0,79774,58650,5211,3572,0,89,42,10,6276,2804,78,78,7,0,0,0,77,64,19,2,2,1,205616
2020-12,Utah,18413,60600,9296,9136,695,0,0,8,5,4,233,219,0,180,86,43,0,0,0,0,0,0,0,0,98918
2020-12,Vermont,0,0,2351,2413,174,137,2,1,4,0,7,14,3,0,0,0,0,0,3,1,0,0,0,0,5110
2020-12,Virgin Islands,162,0,44,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,211
2020-12,Virginia,1149,711,36502,26668,4634,0,0,0,0,0,0,0,0,283,85,2,0,0,0,0,0,0,0,0,70034
2020-12,Washington,20536,658,27422,18368,4047,57,30,2,70,11,238,447,27,505,126,4,0,0,553,411,209,1,4,4,73730
2020-12,West Virginia,2471,101,8706,10939,412,461,0,12,5,0,808,618,0,6,0,0,0,0,12,5,0,1,0,0,24557
2020-12,Wisconsin,17883,790,23321,17480,1537,60,0,0,0,8,150,140,21,108,29,3,0,0,0,9,0,0,0,0,61539
2020-12,Wyoming,904,16,3998,4137,280,188,0,0,0,2,100,102,1,1,0,0,0,0,6,1,0,0,0,0,9736
2020-11,Alabama,30694,561,27765,25924,1931,1519,0,32,15,1,2122,1152,14,24,0,0,0,0,42,33,9,0,1,0,91839
2020-11,Alaska,96,0,3474,3878,461,301,0,1,0,0,140,88,3,23,11,0,0,0,13,20,1,0,0,0,8510
2020-11,Arizona,7483,1172,25906,14698,2157,1604,0,6,6,2,924,334,6,104,8,1,0,0,18,14,0,0,0,1,54444
2020-11,Arkansas,4096,486,10069,12954,599,505,5,8,13,0,930,1078,3,0,0,0,0,0,9,14,1,0,0,0,30770
2020-11,California,28797,0,56793,37256,7391,0,0,0,0,0,328,217,11,0,0,0,0,0,0,0,0,0,0,0,130793
2020-11,Colorado,8841,10,27091,20410,2421,2347,1,0,0,0,0,0,0,210,31,0,0,0,0,0,0,0,0,0,61362
2020-11,Connecticut,8786,358,7253,2986,2115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21498
2020-11,Delaware,320,0,3863,2777,198,174,0,0,1,1,9,8,0,64,0,0,0,0,99,41,12,0,1,0,7568
2020-11,District of Columbia,691,0,332,11,0,5,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,1066
2020-11,Florida,35979,0,84366,40575,6090,4176,2,11,9,0,2984,944,7,848,78,17,0,0,483,273,79,36,27,3,176987
2020-11,Georgia,28389,0,28102,19042,1358,1205,0,23,13,3,1446,833,10,41,0,0,0,0,24,20,1,0,0,0,80510
2020-11,Guam,0,0,205,99,32,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,345
2020-11,Hawaii,1720,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1722
2020-11,Idaho,5266,4,8946,9372,892,555,0,1,2,0,309,239,2,24,8,1,0,0,21,15,3,2,1,0,25663
2020-11,Illinois,27657,474345,29335,17557,0,1890,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550784
2020-11,Indiana,1089,182353,29416,24425,2231,1383,20,6,4,3,554,405,20,17,2,0,0,0,68,36,10,1,5,0,242048
2020-11,Iowa,12125,5796,365,5751,84,4,1,0,0,0,4,34,0,34,13,0,0,0,0,4,0,0,0,0,24215
2020-11,Kansas,1205,10,10569,10435,981,590,0,8,8,1,469,262,10,35,6,1,0,0,11,16,3,1,1,0,24622
2020-11,Kentucky,1608,337673,16578,17091,806,820,0,15,18,2,1337,1090,8,6,3,0,0,0,39,43,1,0,1,0,377139
2020-11,Louisiana,2493,273,17819,18448,1507,966,0,9,8,1,853,567,16,0,0,0,0,0,28,16,1,2,0,0,43007
2020-11,Maine,528,19,4801,6062,436,305,0,0,0,1,64,50,1,19,9,0,0,0,6,7,1,1,0,0,12310
2020-11,Mariana Islands,0,0,10,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
